,Unnamed: 0,game_id,player_id,civilization,won,victory_type,score,cities,population,territory,gold,gold_per_turn,happiness_percentage,science_per_turn,culture_per_turn,faith_per_turn,tourism_per_turn,technologies,chosen_ancient_policy,predicted_ancient_policy
4476,4476,3427cfaf-f3b6-4f04-8c5f-a32dd23840fa,1,Ethiopia,True,Domination,107,1,7,17,14,10.0,100,9,7,7,0,4,Tradition,Authority
4477,4477,3427cfaf-f3b6-4f04-8c5f-a32dd23840fa,2,Poland,False,Domination,106,1,8,13,62,7.0,81,8,7,0,0,4,Tradition,Tradition
4478,4478,3427cfaf-f3b6-4f04-8c5f-a32dd23840fa,3,Austria,False,Domination,103,1,6,9,26,5.0,100,8,6,0,0,5,Tradition,Tradition
4479,4479,3427cfaf-f3b6-4f04-8c5f-a32dd23840fa,4,Arabia,False,Domination,97,1,6,13,12,4.0,100,8,6,2,0,4,Tradition,Progress
4480,4480,348f2ca7-7d16-4c9e-848d-79f00720a862,1,India,False,Cultural,96,1,6,9,73,9.0,100,8,6,4,0,4,Tradition,Authority
4481,4481,348f2ca7-7d16-4c9e-848d-79f00720a862,2,Brazil,False,Cultural,95,1,6,9,44,3.0,100,8,6,2,0,4,Tradition,Tradition
4482,4482,348f2ca7-7d16-4c9e-848d-79f00720a862,3,Germany,False,Cultural,128,2,6,24,58,12.0,100,7,3,3,0,5,Authority,Authority
4483,4483,348f2ca7-7d16-4c9e-848d-79f00720a862,4,Siam,True,Cultural,103,1,6,9,42,7.0,100,8,6,0,0,5,Tradition,Tradition
4484,4484,34a8b684-2f4e-45a8-ba95-c5d2cb693b80,1,The Huns,False,Cultural,101,1,5,13,69,3.0,100,7,3,0,0,5,Authority,Authority
4485,4485,34a8b684-2f4e-45a8-ba95-c5d2cb693b80,2,Babylon,False,Cultural,112,1,8,13,7,6.0,93,8,7,0,0,5,Tradition,Authority
4486,4486,34a8b684-2f4e-45a8-ba95-c5d2cb693b80,3,The Netherlands,False,Cultural,101,1,7,9,32,8.0,92,8,9,0,0,4,Tradition,Progress
4487,4487,34a8b684-2f4e-45a8-ba95-c5d2cb693b80,4,Greece,True,Cultural,91,1,6,9,18,5.0,100,8,6,2,0,3,Tradition,Authority
4488,4488,34aa6313-581b-4f2f-a900-724842d2f09c,1,Siam,False,Cultural,109,1,6,13,19,2.0,100,8,6,0,0,5,Tradition,Tradition
4489,4489,34aa6313-581b-4f2f-a900-724842d2f09c,2,Greece,False,Cultural,99,1,6,9,43,5.0,100,8,6,2,0,4,Tradition,Authority
4490,4490,34aa6313-581b-4f2f-a900-724842d2f09c,3,Carthage,True,Cultural,101,1,5,13,25,8.0,100,7,3,2,0,4,Progress,Authority
4491,4491,34aa6313-581b-4f2f-a900-724842d2f09c,4,Venice,False,Cultural,99,1,6,13,54,5.0,83,8,3,0,0,4,Progress,Tradition
4492,4492,3541c404-5ea1-40be-ae9b-dee9778ab899,1,Rome,False,Cultural,94,1,7,9,35,6.0,100,8,6,0,0,4,Tradition,Tradition
4493,4493,3541c404-5ea1-40be-ae9b-dee9778ab899,2,Egypt,False,Cultural,92,1,5,13,159,9.0,100,7,5,2,0,3,Tradition,Authority
4494,4494,3541c404-5ea1-40be-ae9b-dee9778ab899,3,Portugal,False,Cultural,94,1,4,12,75,6.0,100,7,4,0,0,4,Progress,Progress
4495,4495,3541c404-5ea1-40be-ae9b-dee9778ab899,4,Siam,True,Cultural,93,1,6,13,25,9.0,100,8,6,2,0,3,Tradition,Tradition
4496,4496,357a7a53-d60b-4060-926a-85145736f50e,1,Mongolia,True,Domination,95,1,6,9,27,3.0,100,8,6,0,0,4,Tradition,Tradition
4497,4497,357a7a53-d60b-4060-926a-85145736f50e,2,England,False,Domination,109,1,6,13,41,2.0,83,8,3,0,0,6,Authority,Tradition
4498,4498,357a7a53-d60b-4060-926a-85145736f50e,3,Indonesia,False,Domination,97,1,5,13,81,4.0,100,7,3,0,0,4,Progress,Authority
4499,4499,357a7a53-d60b-4060-926a-85145736f50e,4,Korea,False,Domination,97,1,5,13,35,6.0,100,7,3,0,0,4,Progress,Tradition
4500,4500,362b3f0d-5c5c-4d9b-9054-4a470441cfff,1,The Maya,False,Domination,89,1,6,14,58,5.0,100,8,6,2,0,2,Tradition,Authority
4501,4501,362b3f0d-5c5c-4d9b-9054-4a470441cfff,2,Sweden,False,Domination,101,1,5,9,31,2.0,100,7,3,2,0,5,Authority,Tradition
4502,4502,362b3f0d-5c5c-4d9b-9054-4a470441cfff,3,France,True,Domination,100,1,5,13,59,3.0,100,7,3,3,0,4,Authority,Authority
4503,4503,362b3f0d-5c5c-4d9b-9054-4a470441cfff,4,Carthage,False,Domination,95,1,6,13,72,11.0,100,8,3,0,0,4,Progress,Authority
4504,4504,362e3927-858d-4205-a0b5-72b2629b2a61,1,Babylon,False,Cultural,143,1,6,10,77,1.0,100,8,3,5,0,6,Progress,Authority
4505,4505,362e3927-858d-4205-a0b5-72b2629b2a61,2,Siam,True,Cultural,97,1,6,9,8,3.0,100,8,6,2,0,4,Tradition,Tradition
4506,4506,362e3927-858d-4205-a0b5-72b2629b2a61,3,Spain,False,Cultural,122,1,5,9,104,7.0,100,12,3,2,0,5,Authority,Authority
4507,4507,362e3927-858d-4205-a0b5-72b2629b2a61,4,Egypt,False,Cultural,100,1,5,13,11,4.0,100,8,3,0,0,4,Progress,Tradition
4508,4508,37066cc4-5529-4197-adbc-3bcb5eb61d09,1,The Celts,False,Science,100,1,7,13,80,4.0,100,8,6,2,0,4,Tradition,Tradition
4509,4509,37066cc4-5529-4197-adbc-3bcb5eb61d09,2,The Inca,True,Science,83,1,4,9,60,6.0,100,7,3,2,0,3,Progress,Progress
4510,4510,37066cc4-5529-4197-adbc-3bcb5eb61d09,3,Germany,False,Science,101,1,4,13,29,5.0,100,7,4,3,0,5,Authority,Authority
4511,4511,37066cc4-5529-4197-adbc-3bcb5eb61d09,4,England,False,Science,92,1,4,9,61,6.0,100,7,3,3,0,4,Authority,Authority
4512,4512,37200610-bdf6-4773-8142-2618f9f24976,1,America,False,Cultural,94,1,4,9,46,6.0,100,8,4,4,0,4,Authority,Authority
4513,4513,37200610-bdf6-4773-8142-2618f9f24976,2,France,True,Cultural,93,1,4,9,91,6.0,100,7,3,4,0,4,Authority,Authority
4514,4514,37200610-bdf6-4773-8142-2618f9f24976,3,Polynesia,False,Cultural,89,1,4,8,21,8.0,100,7,3,2,0,4,Progress,Authority
4515,4515,37200610-bdf6-4773-8142-2618f9f24976,4,Assyria,False,Cultural,100,1,5,9,72,2.0,100,8,3,2,0,5,Authority,Tradition
4516,4516,372f920a-26e1-4f90-b655-4a684c419ffe,1,The Iroquois,True,Domination,150,1,6,14,64,0.0,100,8,6,2,0,6,Tradition,Authority
4517,4517,372f920a-26e1-4f90-b655-4a684c419ffe,2,Austria,False,Domination,103,1,6,9,66,5.0,100,8,6,2,0,5,Tradition,Authority
4518,4518,372f920a-26e1-4f90-b655-4a684c419ffe,3,Arabia,False,Domination,109,1,8,13,34,8.0,87,8,7,0,0,4,Tradition,Progress
4519,4519,372f920a-26e1-4f90-b655-4a684c419ffe,4,England,False,Domination,104,1,5,9,14,5.0,100,7,3,0,0,6,Authority,Tradition
4520,4520,374aefe6-10b4-4b8b-8c6f-ca1d82c83f36,1,Sweden,False,Domination,116,2,5,16,89,4.0,100,7,3,2,0,4,Authority,Authority
4521,4521,374aefe6-10b4-4b8b-8c6f-ca1d82c83f36,2,China,False,Domination,97,1,6,9,54,6.0,91,8,3,2,0,4,Progress,Authority
4522,4522,374aefe6-10b4-4b8b-8c6f-ca1d82c83f36,3,Siam,False,Domination,97,1,6,9,32,6.0,100,8,6,0,0,4,Tradition,Tradition
4523,4523,374aefe6-10b4-4b8b-8c6f-ca1d82c83f36,4,Indonesia,True,Domination,85,1,4,9,55,7.0,100,7,3,2,0,3,Progress,Authority
4524,4524,377ca858-b791-4732-ad7a-fa48bff8f92f,1,Arabia,True,Domination,111,1,7,13,61,2.0,92,8,6,2,0,5,Tradition,Progress
4525,4525,377ca858-b791-4732-ad7a-fa48bff8f92f,2,Siam,False,Domination,99,1,7,9,90,5.0,100,8,6,2,0,4,Tradition,Tradition
4526,4526,377ca858-b791-4732-ad7a-fa48bff8f92f,3,Ethiopia,False,Domination,99,1,6,9,68,5.0,100,9,6,2,0,5,Tradition,Authority
4527,4527,377ca858-b791-4732-ad7a-fa48bff8f92f,4,The Inca,False,Domination,93,1,4,13,12,4.0,100,7,3,2,0,4,Progress,Progress
4528,4528,379fb3fd-de0a-49ca-9c34-bf2547de04d5,1,Assyria,False,Domination,111,1,6,17,22,6.0,100,8,3,5,0,5,Authority,Authority
4529,4529,379fb3fd-de0a-49ca-9c34-bf2547de04d5,2,Persia,False,Domination,116,1,6,17,97,5.0,100,8,3,0,0,5,Authority,Authority
4530,4530,379fb3fd-de0a-49ca-9c34-bf2547de04d5,3,Sweden,False,Domination,93,1,4,9,14,4.0,100,7,3,0,0,5,Authority,Tradition
4531,4531,379fb3fd-de0a-49ca-9c34-bf2547de04d5,4,Mongolia,True,Domination,101,1,4,13,20,4.0,100,7,3,2,0,4,Authority,Progress
4532,4532,37e1bef1-060a-45b2-95ae-6bd806b8ba9b,1,Byzantium,False,Domination,97,1,5,13,7,5.0,100,7,3,0,0,4,Progress,Tradition
4533,4533,37e1bef1-060a-45b2-95ae-6bd806b8ba9b,2,Germany,False,Domination,120,2,5,16,12,5.0,100,7,3,2,0,5,Authority,Authority
4534,4534,37e1bef1-060a-45b2-95ae-6bd806b8ba9b,3,The Huns,True,Domination,101,1,5,13,100,4.0,100,7,3,2,0,4,Authority,Authority
4535,4535,37e1bef1-060a-45b2-95ae-6bd806b8ba9b,4,Greece,False,Domination,103,1,7,13,46,9.0,100,8,6,0,0,4,Tradition,Authority
4536,4536,384be707-28c4-4fb6-ab36-8b6469446df2,1,Korea,False,Domination,109,1,6,17,59,3.0,100,8,6,2,0,4,Tradition,Tradition
4537,4537,384be707-28c4-4fb6-ab36-8b6469446df2,2,Denmark,True,Domination,94,1,4,13,92,4.0,100,7,3,2,0,4,Authority,Tradition
4538,4538,384be707-28c4-4fb6-ab36-8b6469446df2,3,The Celts,False,Domination,93,1,5,9,45,6.0,100,7,3,2,0,4,Progress,Authority
4539,4539,384be707-28c4-4fb6-ab36-8b6469446df2,4,Venice,False,Domination,132,2,11,19,45,6.0,81,8,7,2,0,4,Tradition,Tradition
4540,4540,3916efa7-1ca9-47d3-8fd3-1b7585f8c2f3,1,Morocco,False,Time,94,1,6,9,13,5.0,100,8,6,2,0,4,Tradition,Tradition
4541,4541,3916efa7-1ca9-47d3-8fd3-1b7585f8c2f3,2,The Zulus,True,Time,117,1,6,21,31,9.0,100,8,3,3,0,5,Authority,Authority
4542,4542,3916efa7-1ca9-47d3-8fd3-1b7585f8c2f3,3,Greece,False,Time,97,1,6,13,44,7.0,100,8,6,2,0,4,Tradition,Authority
4543,4543,3916efa7-1ca9-47d3-8fd3-1b7585f8c2f3,4,Rome,False,Time,96,1,4,13,93,11.0,100,7,3,4,0,4,Authority,Authority
4544,4544,39170d46-6bcd-4b62-8d0f-020effaa55fc,1,The Shoshone,False,Domination,184,2,7,31,43,6.0,100,9,6,4,0,6,Authority,Authority
4545,4545,39170d46-6bcd-4b62-8d0f-020effaa55fc,2,The Aztecs,False,Domination,89,1,4,9,131,5.0,100,7,3,2,0,4,Authority,Authority
4546,4546,39170d46-6bcd-4b62-8d0f-020effaa55fc,3,The Zulus,True,Domination,93,1,5,9,10,4.0,100,7,3,2,0,4,Authority,Tradition
4547,4547,39170d46-6bcd-4b62-8d0f-020effaa55fc,4,Sweden,False,Domination,102,1,4,13,16,6.0,100,7,3,4,0,5,Authority,Tradition
4548,4548,39461a61-7257-44f7-a3c6-38d4b94f1b41,1,The Netherlands,False,Diplomatic,91,1,6,9,19,9.0,100,8,9,2,0,3,Tradition,Progress
4549,4549,39461a61-7257-44f7-a3c6-38d4b94f1b41,2,Polynesia,True,Diplomatic,95,1,4,12,42,4.0,100,7,3,2,0,4,Progress,Authority
4550,4550,39461a61-7257-44f7-a3c6-38d4b94f1b41,3,The Shoshone,False,Diplomatic,111,1,6,19,41,4.0,100,8,6,0,0,4,Tradition,Progress
4551,4551,39461a61-7257-44f7-a3c6-38d4b94f1b41,4,Arabia,False,Diplomatic,83,1,3,9,74,6.0,100,7,3,2,0,3,Progress,Authority
4552,4552,39622800-d088-4196-bea2-2a1720e32158,1,Arabia,False,Cultural,115,1,8,17,62,5.0,87,9,7,0,0,5,Tradition,Progress
4553,4553,39622800-d088-4196-bea2-2a1720e32158,2,Denmark,False,Cultural,118,1,5,21,32,5.0,100,8,3,0,0,6,Authority,Tradition
4554,4554,39622800-d088-4196-bea2-2a1720e32158,3,The Netherlands,False,Cultural,93,1,6,13,76,9.0,100,8,9,2,0,3,Tradition,Authority
4555,4555,39622800-d088-4196-bea2-2a1720e32158,4,Ethiopia,True,Cultural,99,1,6,13,63,4.0,91,8,3,2,0,4,Progress,Authority
4556,4556,397803c6-35b8-4f13-a3ca-fa84066ec878,1,Sweden,False,Domination,100,1,5,13,62,1.0,100,9,3,0,0,5,Authority,Tradition
4557,4557,397803c6-35b8-4f13-a3ca-fa84066ec878,2,Polynesia,False,Domination,107,1,7,17,63,7.0,92,8,6,5,0,4,Tradition,Authority
4558,4558,397803c6-35b8-4f13-a3ca-fa84066ec878,3,Persia,False,Domination,98,1,5,9,79,6.0,100,7,3,2,0,4,Authority,Authority
4559,4559,397803c6-35b8-4f13-a3ca-fa84066ec878,4,Mongolia,True,Domination,102,1,5,9,76,8.0,100,8,3,3,0,5,Authority,Authority
4560,4560,39825383-1852-4128-bcf5-88249b2f7dc3,1,Mongolia,False,Domination,94,1,5,9,50,6.0,100,7,3,2,0,4,Authority,Authority
4561,4561,39825383-1852-4128-bcf5-88249b2f7dc3,2,Songhai,True,Domination,96,1,4,9,162,4.0,100,7,3,3,0,5,Authority,Authority
4562,4562,39825383-1852-4128-bcf5-88249b2f7dc3,3,America,False,Domination,94,1,4,9,59,7.0,100,7,3,2,0,4,Authority,Authority
4563,4563,39825383-1852-4128-bcf5-88249b2f7dc3,4,The Huns,False,Domination,152,2,7,20,48,4.0,92,8,3,2,0,5,Authority,Authority
4564,4564,39b02b14-d35d-4de2-8f78-b61f86cedc81,1,The Inca,False,Domination,98,1,7,13,38,5.0,92,8,6,0,0,4,Tradition,Progress
4565,4565,39b02b14-d35d-4de2-8f78-b61f86cedc81,2,Siam,False,Domination,123,2,6,16,51,6.0,100,7,5,0,0,5,Tradition,Tradition
4566,4566,39b02b14-d35d-4de2-8f78-b61f86cedc81,3,Germany,True,Domination,87,1,4,9,57,7.0,100,7,3,2,0,3,Authority,Authority
4567,4567,39b02b14-d35d-4de2-8f78-b61f86cedc81,4,Korea,False,Domination,96,1,5,13,95,6.0,100,7,3,0,0,4,Progress,Tradition
4568,4568,39ea8b66-508b-45c5-a8d2-25fdf0d24bae,1,Poland,True,Domination,98,1,6,9,24,5.0,100,9,6,0,0,4,Tradition,Tradition
4569,4569,39ea8b66-508b-45c5-a8d2-25fdf0d24bae,2,Carthage,False,Domination,94,1,4,17,136,10.0,100,7,3,0,0,4,Progress,Authority
4570,4570,39ea8b66-508b-45c5-a8d2-25fdf0d24bae,3,The Inca,False,Domination,84,1,4,9,22,6.0,100,7,3,0,0,3,Progress,Progress
4571,4571,39ea8b66-508b-45c5-a8d2-25fdf0d24bae,4,England,False,Domination,100,1,5,9,65,2.0,100,7,3,2,0,5,Authority,Tradition
4572,4572,39eccf91-fd36-4de7-b629-bada8b1cb3c6,1,Siam,False,Domination,106,1,7,13,34,8.0,92,8,6,0,0,4,Tradition,Tradition
4573,4573,39eccf91-fd36-4de7-b629-bada8b1cb3c6,2,Indonesia,False,Domination,81,1,3,8,29,6.0,100,7,3,2,0,3,Progress,Authority
4574,4574,39eccf91-fd36-4de7-b629-bada8b1cb3c6,3,Venice,False,Domination,125,1,8,9,25,7.0,87,9,8,9,0,4,Tradition,Tradition
4575,4575,39eccf91-fd36-4de7-b629-bada8b1cb3c6,4,Spain,True,Domination,97,1,5,9,29,8.0,100,8,3,3,0,4,Authority,Authority
4576,4576,3a3a9569-aba5-4ac5-9fcc-e716b017d84e,1,Assyria,False,Domination,174,2,10,17,25,4.0,88,10,7,4,0,6,Authority,Tradition
4577,4577,3a3a9569-aba5-4ac5-9fcc-e716b017d84e,2,Ethiopia,False,Domination,95,1,5,9,52,5.0,100,7,3,4,0,4,Progress,Authority
4578,4578,3a3a9569-aba5-4ac5-9fcc-e716b017d84e,3,Venice,False,Domination,96,1,4,13,47,3.0,100,7,3,2,0,4,Progress,Tradition
4579,4579,3a3a9569-aba5-4ac5-9fcc-e716b017d84e,4,The Inca,True,Domination,93,1,4,9,16,7.0,100,7,3,2,0,5,Progress,Progress
4580,4580,3a414307-a3a2-40bb-9fa9-448385201a95,1,Spain,True,Domination,100,1,5,9,15,6.0,100,7,3,3,0,5,Authority,Authority
4581,4581,3a414307-a3a2-40bb-9fa9-448385201a95,2,The Maya,False,Domination,98,1,6,14,8,8.0,100,8,6,0,0,3,Tradition,Authority
4582,4582,3a414307-a3a2-40bb-9fa9-448385201a95,3,Indonesia,False,Domination,102,1,4,13,32,9.0,100,7,3,2,0,5,Progress,Authority
4583,4583,3a414307-a3a2-40bb-9fa9-448385201a95,4,Portugal,False,Domination,102,1,6,13,116,8.0,100,8,6,2,0,4,Tradition,Progress
4584,4584,3a5ce32b-872d-4ac8-aa7c-f11ab1b113ee,1,Germany,False,Cultural,155,1,8,18,20,1.0,100,8,7,2,0,6,Authority,Tradition
4585,4585,3a5ce32b-872d-4ac8-aa7c-f11ab1b113ee,2,Poland,False,Cultural,101,1,7,9,27,4.0,100,8,6,2,0,4,Tradition,Tradition
4586,4586,3a5ce32b-872d-4ac8-aa7c-f11ab1b113ee,3,Ethiopia,False,Cultural,96,1,4,9,75,6.0,100,7,3,5,0,5,Progress,Authority
4587,4587,3a5ce32b-872d-4ac8-aa7c-f11ab1b113ee,4,Brazil,True,Cultural,97,1,5,13,42,3.0,100,7,3,2,0,4,Progress,Authority
4588,4588,3acc9871-ab5a-42ae-936d-5859c113efff,1,Austria,False,Domination,99,1,7,13,84,8.0,100,8,6,2,0,3,Tradition,Authority
4589,4589,3acc9871-ab5a-42ae-936d-5859c113efff,2,Byzantium,False,Domination,113,1,7,17,63,5.0,92,8,6,2,0,5,Tradition,Tradition
4590,4590,3acc9871-ab5a-42ae-936d-5859c113efff,3,Polynesia,False,Domination,99,1,4,17,45,6.0,100,7,3,2,0,4,Progress,Authority
4591,4591,3acc9871-ab5a-42ae-936d-5859c113efff,4,Songhai,True,Domination,92,1,4,9,159,3.0,100,7,3,0,0,4,Authority,Authority
4592,4592,3af2ad0a-6b45-4188-810b-e8758a29a1bd,1,India,False,Domination,171,1,5,14,94,3.0,100,8,5,4,0,6,Tradition,Authority
4593,4593,3af2ad0a-6b45-4188-810b-e8758a29a1bd,2,The Iroquois,True,Domination,103,1,4,13,68,8.0,100,7,3,2,0,5,Authority,Authority
4594,4594,3af2ad0a-6b45-4188-810b-e8758a29a1bd,3,Russia,False,Domination,94,1,4,13,76,8.0,100,7,3,0,0,4,Progress,Authority
4595,4595,3af2ad0a-6b45-4188-810b-e8758a29a1bd,4,The Huns,False,Domination,104,1,6,13,76,5.0,100,8,3,0,0,4,Authority,Authority
4596,4596,3b13e68e-f779-4d2f-8df3-9ac61558d50f,1,Babylon,False,Cultural,96,1,6,9,23,6.0,100,8,6,2,0,4,Tradition,Authority
4597,4597,3b13e68e-f779-4d2f-8df3-9ac61558d50f,2,Spain,True,Cultural,124,2,5,16,110,4.0,100,7,3,3,0,5,Authority,Authority
4598,4598,3b13e68e-f779-4d2f-8df3-9ac61558d50f,3,Ethiopia,False,Cultural,100,1,5,13,59,5.0,100,7,3,4,0,4,Progress,Authority
4599,4599,3b13e68e-f779-4d2f-8df3-9ac61558d50f,4,Venice,False,Cultural,89,1,4,13,56,5.0,100,7,3,2,0,3,Progress,Authority
4600,4600,3b19d090-6e44-4c38-aecb-1a1c64456d93,1,The Iroquois,False,Diplomatic,95,1,5,9,31,7.0,100,7,3,3,0,4,Authority,Authority
4601,4601,3b19d090-6e44-4c38-aecb-1a1c64456d93,2,Japan,False,Diplomatic,105,1,4,13,66,3.0,100,7,3,2,0,5,Authority,Authority
4602,4602,3b19d090-6e44-4c38-aecb-1a1c64456d93,3,The Netherlands,True,Diplomatic,81,1,5,9,70,7.0,100,7,8,2,0,2,Tradition,Authority
4603,4603,3b19d090-6e44-4c38-aecb-1a1c64456d93,4,Babylon,False,Diplomatic,98,1,5,12,67,5.0,100,7,3,0,0,4,Progress,Authority
4604,4604,3b738e26-7058-493b-9637-73a3041ce2cf,1,The Maya,True,Cultural,91,1,6,9,195,4.0,100,8,6,2,0,3,Tradition,Authority
4605,4605,3b738e26-7058-493b-9637-73a3041ce2cf,2,Morocco,False,Cultural,98,1,5,13,51,7.0,100,7,5,2,0,4,Tradition,Authority
4606,4606,3b738e26-7058-493b-9637-73a3041ce2cf,3,Spain,False,Cultural,86,1,4,8,67,4.0,100,7,3,2,0,3,Authority,Authority
4607,4607,3b738e26-7058-493b-9637-73a3041ce2cf,4,America,False,Cultural,92,1,5,9,77,5.0,100,7,3,2,0,4,Authority,Authority
4608,4608,3be34881-7c95-4e1a-91ed-2083a60e55b7,1,Korea,False,Domination,149,1,7,14,42,6.0,100,9,7,5,0,6,Tradition,Tradition
4609,4609,3be34881-7c95-4e1a-91ed-2083a60e55b7,2,The Inca,True,Domination,85,1,4,9,78,5.0,100,7,3,3,0,3,Progress,Authority
4610,4610,3be34881-7c95-4e1a-91ed-2083a60e55b7,3,Egypt,False,Domination,106,1,8,13,29,5.0,93,8,7,2,0,4,Tradition,Tradition
4611,4611,3be34881-7c95-4e1a-91ed-2083a60e55b7,4,Babylon,False,Domination,95,1,4,13,67,5.0,100,7,3,2,0,4,Progress,Authority
4612,4612,3c2d9d56-594d-4672-b39d-1ab2d01d74c9,1,The Celts,False,Cultural,139,1,4,14,27,0.0,100,8,4,5,0,5,Progress,Tradition
4613,4613,3c2d9d56-594d-4672-b39d-1ab2d01d74c9,2,Egypt,True,Cultural,95,1,5,9,7,5.0,100,7,3,2,0,4,Progress,Tradition
4614,4614,3c2d9d56-594d-4672-b39d-1ab2d01d74c9,3,Russia,False,Cultural,97,1,5,13,19,8.0,100,7,5,2,0,4,Tradition,Authority
4615,4615,3c2d9d56-594d-4672-b39d-1ab2d01d74c9,4,Portugal,False,Cultural,90,1,4,9,39,6.0,100,7,4,2,0,4,Progress,Progress
4616,4616,3c496b03-a33b-406c-b37c-12b23ecb9e2e,1,Indonesia,True,Domination,102,1,7,13,81,6.0,100,8,6,2,0,4,Tradition,Authority
4617,4617,3c496b03-a33b-406c-b37c-12b23ecb9e2e,2,The Iroquois,False,Domination,106,1,5,13,21,6.0,100,7,3,2,0,5,Authority,Authority
4618,4618,3c496b03-a33b-406c-b37c-12b23ecb9e2e,3,Rome,False,Domination,100,1,6,13,45,7.0,100,8,3,0,0,4,Authority,Tradition
4619,4619,3c496b03-a33b-406c-b37c-12b23ecb9e2e,4,Spain,False,Domination,91,1,4,9,65,9.0,100,7,3,3,0,4,Authority,Authority
4620,4620,3ca4d11b-ce04-4a74-bdc0-b7fdb27e308e,1,Persia,False,Cultural,98,1,6,9,96,5.0,100,8,6,2,0,4,Tradition,Authority
4621,4621,3ca4d11b-ce04-4a74-bdc0-b7fdb27e308e,2,The Inca,True,Cultural,91,1,4,9,58,5.0,100,8,3,2,0,4,Progress,Progress
4622,4622,3ca4d11b-ce04-4a74-bdc0-b7fdb27e308e,3,Portugal,False,Cultural,86,1,4,9,23,6.0,100,7,4,2,0,3,Progress,Progress
4623,4623,3ca4d11b-ce04-4a74-bdc0-b7fdb27e308e,4,Indonesia,False,Cultural,103,1,5,17,49,4.0,100,7,3,0,0,4,Progress,Authority
4624,4624,3cf7b000-86f2-487e-9faf-bcb276259c7f,1,The Inca,False,Cultural,90,1,4,9,45,5.0,100,7,3,2,0,4,Progress,Progress
4625,4625,3cf7b000-86f2-487e-9faf-bcb276259c7f,2,The Ottomans,False,Cultural,89,1,4,9,64,6.0,100,7,3,0,0,4,Progress,Tradition
4626,4626,3cf7b000-86f2-487e-9faf-bcb276259c7f,3,The Shoshone,True,Cultural,108,1,5,21,16,4.0,100,7,3,2,0,4,Progress,Progress
4627,4627,3cf7b000-86f2-487e-9faf-bcb276259c7f,4,Byzantium,False,Cultural,106,1,8,17,95,8.0,100,8,8,0,0,4,Tradition,Tradition
4628,4628,3d1705c9-cda1-4e4c-a812-05c6f9e4a68a,1,Austria,False,Domination,137,1,3,10,43,1.0,100,7,3,3,0,6,Authority,Authority
4629,4629,3d1705c9-cda1-4e4c-a812-05c6f9e4a68a,2,Spain,False,Domination,99,1,4,9,92,5.0,100,8,3,3,0,5,Authority,Authority
4630,4630,3d1705c9-cda1-4e4c-a812-05c6f9e4a68a,3,The Huns,True,Domination,140,2,7,24,80,2.0,92,8,3,2,0,5,Authority,Authority
4631,4631,3d1705c9-cda1-4e4c-a812-05c6f9e4a68a,4,Venice,False,Domination,133,2,9,23,60,6.0,100,7,4,1,0,4,Progress,Tradition
4632,4632,3d32b044-2b4f-4d79-8691-27a7b6fbd2ef,1,Rome,True,Domination,101,1,5,13,72,3.0,100,7,5,2,0,4,Tradition,Authority
4633,4633,3d32b044-2b4f-4d79-8691-27a7b6fbd2ef,2,Korea,False,Domination,98,1,5,13,18,4.0,100,7,3,2,0,4,Progress,Tradition
4634,4634,3d32b044-2b4f-4d79-8691-27a7b6fbd2ef,3,Denmark,False,Domination,117,2,5,20,44,9.0,100,7,3,3,0,4,Authority,Authority
4635,4635,3d32b044-2b4f-4d79-8691-27a7b6fbd2ef,4,Songhai,False,Domination,98,1,5,13,81,9.0,100,7,3,2,0,4,Authority,Authority
4636,4636,3d48fcc9-78b4-4b2c-9f4c-748a0700dc55,1,Mongolia,False,Time,93,1,4,9,26,5.0,100,7,3,2,0,4,Authority,Authority
4637,4637,3d48fcc9-78b4-4b2c-9f4c-748a0700dc55,2,Spain,True,Time,91,1,4,9,90,7.0,100,7,3,4,0,4,Authority,Authority
4638,4638,3d48fcc9-78b4-4b2c-9f4c-748a0700dc55,3,England,False,Time,109,1,7,13,44,4.0,92,9,3,2,0,5,Authority,Tradition
4639,4639,3d48fcc9-78b4-4b2c-9f4c-748a0700dc55,4,Siam,False,Time,108,1,8,13,70,7.0,87,8,7,0,0,4,Tradition,Tradition
4640,4640,3d56c3da-79b0-4137-ba6b-3673511a996a,1,China,False,Domination,104,1,7,13,21,5.0,100,8,6,2,0,4,Tradition,Progress
4641,4641,3d56c3da-79b0-4137-ba6b-3673511a996a,2,The Maya,False,Domination,98,1,7,9,20,8.0,100,8,6,0,0,4,Tradition,Tradition
4642,4642,3d56c3da-79b0-4137-ba6b-3673511a996a,3,France,False,Domination,99,1,5,9,70,4.0,100,7,3,0,0,5,Authority,Progress
4643,4643,3d56c3da-79b0-4137-ba6b-3673511a996a,4,The Iroquois,True,Domination,104,1,5,13,60,4.0,100,7,3,2,0,5,Authority,Authority
4644,4644,3d6d597a-5cf6-4284-8193-49cfc9e2fa6f,1,Siam,False,Cultural,108,1,8,9,61,4.0,81,8,7,0,0,5,Tradition,Tradition
4645,4645,3d6d597a-5cf6-4284-8193-49cfc9e2fa6f,2,The Ottomans,True,Cultural,81,1,4,9,10,7.0,100,7,3,2,0,3,Progress,Tradition
4646,4646,3d6d597a-5cf6-4284-8193-49cfc9e2fa6f,3,Carthage,False,Cultural,97,1,5,13,23,8.0,100,7,3,0,0,4,Progress,Authority
